ID_FB,VOL_REEL_ABA_M3,COUT_TOTAL_ABA,COUT_ABA_TERRE_M3,VOL_REEL_DEB_M3,COUT_TOTAL_DEB,COUT_DEB_TERRE_M3,VOL_REF
FB240056766,2013,16871.5,8.38127173373075,2279,14394.5,6.316147433084686,2279
FB240057175,2326.557,22986.38,9.879998641769793,2326.557,16686.079999999998,7.172005671900581,2326.557
FB240057292,774.906,9565.24,12.343742337780325,NA,NA,NA,NA
FB240057304,667.635,8238.609999999999,12.339991162835979,608,7654.72,12.59,608
FB240057321,318.831,3934.38,12.340017125059985,318.831,4014.08,12.58999281751147,318.831
FB240057331,1143.703,10251.09,8.963069957847448,1143.703,7045.21,6.159999580310623,1143.703
FB240057882,1469,14678.689999999999,9.992300884955752,1469,8679.92,5.908727025187202,1469
FB240058243,832,7885.6,9.477884615384616,836,5964.88,7.135023923444976,836
FB240059564,107.94,1432.49,13.271169168056328,107.94,866.6300000000001,8.028812303131371,107.94
FB240059602,1810.67,18299.67,10.106573809694753,1893.732,13369.29,7.0597581917610315,1893.732
FB240059818,2198.15,26765.940000000002,12.176575756886473,2198.15,19686.39,8.955890180378955,2198.15
FB240060969,195.857,2867.35,14.640017972296114,195.857,2195.56,11.210015470470802,195.857
FB240061028,961.7,9919.36,10.31440158053447,961.7,5925.389999999999,6.1613704897577195,961.7
FB240061429,2988.517,25008.29,8.368127067706157,3078.689,18789.760000000002,6.103169238594741,3078.689
FB240061534,1264,12039.369999999999,9.524818037974683,1254,8142.98,6.493604465709729,1254
FB240061673,16.044,198.14,12.349788082772374,NA,NA,NA,NA
FB240061706,452.502,4352.91,9.619648089953193,1157.672,13520.119999999999,11.678713832588159,1157.672
FB240062284,380,3697.3999999999996,9.729999999999999,380,2394,6.3,380
FB240063008,27,324,12,27,270,10,27
FB240063993,3053,27477,9,3053,18318,6,3053
FB240064123,1734,48552,28,NA,NA,NA,NA
FB240064178,1784.318,17361.41,9.729997679785779,1784.318,11042.37,6.188566163654685,1784.318
FB240064524,1160.05,13981.77,12.052730485754925,1110.05,8597.15,7.744831313904779,1110.05
FB240064525,313,3443,11,313,2191,7,313
FB240064815,230.6,2779.79,12.054596704249784,230.6,2306,10,230.6
FB240065224,355,4948.7,13.94,355,3525.15,9.93,355
FB240065904,715.2370000000001,10728.56,15.000006990689798,715.2370000000001,5885.36,8.228545223471379,715.2370000000001
FB240066094,9.59,149.6,15.599582898852972,9.59,74.8,7.799791449426486,9.59
FB240066521,129.12,1678.56,13,204.9,1639.2,8,204.9
FB240067130,540.3,5451.63,10.090005552470851,540.3,3025.68,5.6000000000000005,540.3
FB240067132,1202.6,12134.23,10.089996673873275,1202.6,6734.56,5.6000000000000005,1202.6
FB240067133,1128.1,11382.53,10.090000886446239,1128.1,6960.379999999999,6.170002659338711,1128.1
FB240067187,146.88,2150.32,14.639978213507627,146.88,1646.52,11.209967320261438,146.88
FB240067193,498.559,7293.92,14.630003670578606,498.559,5588.85,11.210007240868181,498.559
FB240067197,259.701,3944.86,15.190006969553448,259.701,2911.25,11.210006892541807,259.701
FB240067198,175.957,2676.31,15.21002290332297,175.957,1972.48,11.210011536909587,175.957
FB240067200,380.273,5567.2,14.64000862538229,380.273,4262.86,11.20999913220239,380.273
FB240067203,226.175,3075.98,13.6,291.58,3268.61,11.209993826737088,291.58
FB240067207,102.132,1551.39,15.19004817295265,102.132,1144.9,11.21000274155015,102.132
FB240067209,85.357,1296.57,15.189966845132794,85.357,956.85,11.209976920463465,85.357
FB240067515,180,2340,13,NA,NA,NA,NA
FB240067747,101.115,1480.32,14.639964396973744,101.115,1133.5,11.21000840627009,101.115
FB240068104,659.7,8457.35,12.819993936637866,711,4763.7,6.7,711
FB240068470,1574.62,17045.379999999997,10.825075256252301,747.83,747.83,1,747.83
FB240068618,281.45,3343.4,11.879197015455677,175.031,1356.49,7.749998571681588,175.031
FB240070026,449.76,4608.5,10.246575951618642,449.76,2748.96,6.1120597652081115,449.76
FB240070027,805.26,10198.68,12.665077117949483,805.26,6618.18,8.218687132106401,805.26
FB240070028,118.99,1503.19,12.632910328599042,118.99,993.0799999999999,8.345911421127825,118.99
FB240070029,1174.54,12985.71,11.055996390076114,1174.54,8726.83,7.429998126926286,1174.54
FB240070030,397.65999999999997,4446.08,11.1806065483076,397.65999999999997,2954.61,7.4299904440979745,397.65999999999997
FB240070033,553.4499999999999,5613.21,10.142217002439246,553.4499999999999,3417.37,6.1746679916885,553.4499999999999
FB240070034,938.1999999999999,10502.78,11.194606693668728,938.1999999999999,6970.83,7.430004263483267,938.1999999999999
FB240070405,1447.55,22292.27,15.4,1447.55,12448.93,8.6,1447.55
FB240070440,2898,26082,9,2898,14490,5,2898
FB240070443,591,5840,9.88155668358714,591,3165,5.355329949238579,591
FB240070541,179.45,2268.25,12.640011145165785,179.45,1528.91,8.519977709668431,179.45
FB240070585,222.11,2221.1,9.999999999999998,444.22,1521.46,3.4250146323893564,444.22
FB240070829,1568.7,17077.95,10.88668961560528,1601.5,8968.400000000001,5.6000000000000005,1601.5
FB240073200,188.48,2423.88,12.860144312393889,188.48,1679.1999999999998,8.909168081494057,188.48
FB240073625,628.8,7593,12.075381679389315,636.2,4453.4,6.999999999999999,636.2
FB240073850,208.85,2296.3900000000003,10.99540339956907,208.85,1551.7600000000002,7.430021546564522,208.85
FB240073854,1043.44,5465.6,5.238058728820056,NA,NA,NA,NA
FB240074530,31.886,466.81,14.639967383804805,31.886,357.44,11.209935394844132,31.886
FB240075316,1454.426,11847.259999999998,8.145660212344938,1454.4260000000002,9497.12,6.5298062603391305,1454.4260000000002
FB240076970,1270.8,12729.15,10.016643059490086,1270.8,7466.639999999999,5.875542965061379,1270.8
FB240077919,965.1,9168.45,9.5,965.1,5404.56,5.6000000000000005,965.1
FB240079083,649.4,4464.16,6.8742839544194645,649.4,2691.15,4.144056051740068,649.4
FB240079097,417.52,5381.83,12.889993293734433,417.52,2809.91,6.730000958037938,417.52
FB240079098,378.14,4871.81,12.883614534299467,378.14,2547.3,6.736393928174751,378.14
FB240081953,23.116,285.48,12.349887523793045,23.116,246.19,10.650198996366154,23.116
FB240082393,13.91,145.36,10.45003594536305,13.91,103.35,7.429906542056075,13.91
FB240082396,882.3800000000001,9061.279999999999,10.269135746503771,882.3800000000001,5381.21,6.098517645458872,882.3800000000001
FB240082397,602.77,6637.74,11.012060985118701,602.77,4478.58,7.429998175091661,602.77
FB250000551,1985,19314.05,9.73,1985,11354.2,5.720000000000001,1985
FB250001288,632,8216,13,632,4145.75,6.5597310126582276,632
FB250001295,168.66,2276.91,13.5,169,1588.6,9.399999999999999,169
FB250001297,1072,10814,10.087686567164178,1072,7504,7,1072
FB250001303,420,4527.6,10.780000000000001,420,2305.8,5.49,420
FB250001422,661,8593,13,NA,NA,NA,NA
FB250002000,178.56,2257,12.640008960573477,178.56,1451.69,8.129984318996415,178.56
FB250003167,71.4,664.73,9.309943977591036,71.4,391.99,5.490056022408964,71.4
FB250003170,792.4000000000001,7377.24,9.30999495204442,792.4000000000001,4350.280000000001,5.490005047955578,792.4000000000001
FB250003177,796.5,7590.65,9.530006277463904,796.5,5177.25,6.5,796.5
FB250003407,1822,18494.78,10.150812294182217,1691,12090.65,7.1499999999999995,1691
FB250003422,245.9,2704.9,11,245.9,1598.35,6.499999999999999,245.9
FB250003593,249.963,3374.5,13.499997999703956,249.963,2449.64,9.800010401539428,249.963
FB250006586,729.37,9664.720000000001,13.25077806874426,729.37,5768.75,7.909223028092738,729.37
FB250006587,816.85,10890.32,13.332092795494889,816.85,6323.379999999999,7.741176470588234,816.85
FB250006599,1212.7200000000003,13037.66,10.75075862523913,497.28,3625.18,7.290017696267697,497.28
FB250006601,235.03,3424.39,14.57001233885036,235.03,1713.37,7.290005531208782,235.03
FB250007713,563.7,7328.1,13,563.7,4115.01,7.3,563.7
FB250009400,298.761,4293.2,14.370014827905916,298.761,2862.13,9.579998728080305,298.761
FB250010159,9.92,154.75,15.599798387096774,9.92,77.38,7.800403225806451,9.92
FB250010232,684.02,8814.27,12.885982865998072,684.02,4606.2,6.734013625332593,684.02
FB250010809,262,5109,19.5,NA,NA,NA,NA
FB250011022,1041,11555.94,11.100806916426514,1041,5879.32,5.64776176753122,1041
FB250011461,597,7874.43,13.190000000000001,597,4268.55,7.15,597
FB250012391,456.87,4864.2699999999995,10.646945520607611,NA,NA,NA,NA
FB250014842,392.3,5178.36,13.2,392.3,2275.34,5.8,392.3
FB250015010,783.31,7879.33,10.059018779282788,783.31,5710.33,7.290000127663378,783.31
FB250015011,725.98,9206.369999999999,12.681299760323974,725.98,5919.97,8.154453290724263,725.98
FB250015015,487.2,4867.84,9.991461412151068,487.2,2770.0200000000004,5.685591133004928,487.2
FB250015016,1960.62,16070.35,8.196565372178188,4425.700000000001,14468.19,3.2691303070700677,4425.700000000001
FB250015024,1670.2199999999998,16346.38,9.786962196596857,1670.22,9820.400000000001,5.879704470069812,1670.22
FB250015131,676.46,7194.1,10.634922981403188,NA,NA,NA,NA
FB250016331,7.14,111.38,15.599439775910364,7.14,55.69,7.799719887955182,7.14
FB250016333,1.04,16.22,15.596153846153845,1.04,8.11,7.7980769230769225,1.04
FB250016338,17.94,279.86,15.599777034559644,17.94,139.93,7.799888517279822,17.94
FB250016517,488.61,4781.14,9.785186549599885,488.61,2855.35,5.843822271341151,488.61
FB250016665,1668.08,17503.58,10.493249724233852,1668.08,11867.54,7.1144909117068735,1668.08
FB250017064,29.21,455.68,15.600136939404313,29.21,227.84,7.800068469702157,29.21
FB250018134,1268.64,13712.28,10.808645478622777,1268.64,7151.0199999999995,5.636760625551771,1268.64
FB250018230,39.41,614.8,15.600101497081958,39.41,307.4,7.800050748540979,39.41
FB250021751,546.7,7927.15,14.499999999999998,NA,NA,NA,NA
FB250022641,282.482,2824.82,10,282.482,3107.3,10.99999291990286,282.482
FB250022856,82.5,742.5,9,82.5,495,6,82.5
FB250022953,290.5,4212.25,14.5,290.5,3486,12,290.5
FB250022957,579,5790,10,579,3474,6,579
FB250022984,70.1,911.3,13,55.1,606.1,11,55.1
FB250022988,627,6537,10.425837320574162,627,4075.5,6.5,627
FB250022992,80,862.4,10.78,80,501.6,6.2700000000000005,80
FB250022993,385,5582.5,14.5,385,4620,12,385
FB250023027,657,7042,10.71841704718417,657,4270.5,6.5,657
FB250023434,191,2578.5,13.5,242,2126.9,8.788842975206611,242
FB250023574,1271,12074.5,9.5,1271,8261.5,6.5,1271
FB250023935,707.5,10258.75,14.5,707.5,7782.5,11,707.5
FB250024475,302.527,4075.81,13.472549557560152,242.527,2582.91,10.649989485706746,242.527
FB250025050,792,5801.4,7.324999999999999,396,4356,11,396
FB250027983,474.19,6227.23,13.132352010797359,474.19,3806.63,8.027647145658914,474.19
FB250027984,757.55,4359.79,5.755118474028118,499.77,2605.77,5.213938411669368,499.77
FB250028491,1464.3600000000001,14669.02,10.017359119342238,1464.36,10517.04,7.1820044251413595,1464.36
FB250029003,864.227,12099.18,14.000002314206801,NA,NA,NA,NA
FB250029280,642.546,7710.56,12.000012450470471,642.546,5782.91,8.999993774764762,642.546
FB250029614,62.49,653.02,10.449991998719794,62.49,464.3,7.429988798207713,62.49
FB250030040,1.83,28.55,15.601092896174864,1.83,14.27,7.797814207650273,1.83
FB250032373,581.69,5992.83,10.302446320204918,581.69,4212.9800000000005,7.24265502243463,581.69
FB250033716,424.455,6366.83,15.000011779811759,425.535,7234.1,17.000011749914812,425.535
FB250034140,167.06,1387.15,8.303304202083085,167.06,1009.0400000000001,6.039985633903987,167.06
FB250035476,1054,10106.74,9.588937381404174,1054,6312.96,5.989525616698292,1054
FB250035703,465.626,6285.95,13.499997852353607,465.626,6285.95,13.499997852353607,465.626
FB250036215,2258.96,13164.66,5.827752594114106,2770.73,4931.96,1.7800218714923504,2770.73
FB250036216,1031.18,5571.579999999999,5.403110999049631,1546.77,3648.4699999999993,2.3587669789302868,1546.77
FB250036293,247.01,2476.7200000000003,10.026800534391322,NA,NA,NA,NA
FB250036298,454.49,4652.18,10.236044797465292,454.49,2780.7400000000002,6.118374441681886,454.49
FB250036331,609.3299999999999,6787.46,11.139218485877933,609.3299999999999,4527.33,7.430013293289352,609.3299999999999
FB250036373,419.96000000000004,2770.69,6.597509286598723,629.94,1910.8400000000001,3.0333682572943457,629.94
FB250036632,1285,12470.5,9.704669260700388,1285,8995,7,1285
FB250037947,277,2825.4,10.200000000000001,277,1883.6,6.8,277
FB250041043,1134,12412,10.945326278659612,1134,7938,7,1134
FB250041294,351.321,5094.15,14.499987191201207,351.321,3161.89,9.000002846399731,351.321
FB250043797,847,8639.4,10.2,847,5759.6,6.800000000000001,847
FB250044482,478.82,6703.48,14,478.82,6224.66,13,478.82
FB250044722,295.3,3248.3,11,295.3,2214.75,7.5,295.3
FB250047190,155,1135.38,7.325032258064517,77.5,775,10,77.5
FB250047192,600,5556,9.26,600,3600,6,600
FB250047584,1048.82,11379.55,10.849859842489655,1048.82,11379.55,10.849859842489655,1048.82
FB250047741,2640,27889,10.564015151515152,2640,17160,6.5,2640
FB250047885,446,4014,9,446,2676,6,446
FB250048216,434.32,2367.04,5.449990790200774,NA,NA,NA,NA
FB250048217,387.52,4089.54,10.553106936416185,NA,NA,NA,NA
FB250049618,106.767,1441.35,13.499957852145325,56.767,766.35,13.499920728592315,56.767
FB250050252,612.0849999999999,8177.469999999999,13.360023526144245,607.4290000000001,3860.94,6.3561996546098385,607.4290000000001
FB250050570,1545.96,17858.190000000002,11.551521384770629,1545.96,11486.48,7.429998188827653,1545.96
FB250050755,1467,13936.5,9.5,1467,10269,7,1467
FB250051719,695,6255,9,695,4170,6,695
FB250051971,441.43,4543.09,10.291756337358132,NA,NA,NA,NA
FB250052764,505,5656,11.2,505,3181.5,6.3,505
FB250053479,468.323,4493.23,9.594297098370141,468.323,5830.83,12.450445525844342,468.323
FB250053861,2424,26155,10.790016501650165,2424,15756,6.5,2424
FB250053996,1938.5,18574.9,9.582099561516637,1938.5,12036.05,6.2089502192416814,1938.5
FB250054449,733.3,11571.47,15.7799945452066,733.3,5030.44,6.8600027273967,733.3
FB250055537,1.19,18.56,15.596638655462185,1.19,9.28,7.798319327731092,1.19
FB250055539,9.07,141.49,15.599779492833518,9.07,70.75,7.800441014332965,9.07
FB250056295,1480,13920,9.405405405405405,1480,8288,5.6,1480
FB250056781,1855.8950000000002,15001.669999999998,8.083253632344501,1849.3500000000001,11170.07,6.039997837077892,1849.3500000000001
FB250058313,1085,10850,10,1115,7247.5,6.5,1115
FB250058348,84.93,899.38,10.589662074649711,NA,NA,NA,NA
FB250060044,1208,10872,9,1208,7729.85,6.398882450331127,1208
FB250060205,208.56,2346.3,11.25,NA,NA,NA,NA
FB250060336,240.48,3252.94,13.526862940785097,190.482,2028.63,10.649982675528397,190.482
FB250060567,447.7,5119.84,11.435872235872237,447.7,2820.5099999999998,6.3,447.7
FB250061191,658,6580,10,658,4277,6.5,658
FB250061201,425,4433,10.430588235294117,425,2762.5,6.5,425
FB250061818,1177.9,12186.880000000001,10.346277273113168,1177.9,7420.7699999999995,6.299999999999999,1177.9
FB250062166,473,4824.6,10.200000000000001,473,2979.9,6.3,473
FB250062227,731.255,6132.78,8.38665034768993,731.255,4956.84,6.7785382664050164,731.255
FB250062866,1472.531,13173.72,8.94631080771814,1472.531,8894.09,6.040001874323869,1472.531
FB250062890,1113.664,8701.75,7.813622421125223,550.332,4952.99,9.00000363416992,550.332
FB250063903,86.717,1127.32,12.999988468235754,86.717,972.1,11.210028022187116,86.717
FB250064242,378.5,4708.54,12.44,378.5,3448.14,9.11001321003963,378.5
FB250064608,125,1555,12.44,125,1138.75,9.11,125
FB250064847,190.98,2375.79,12.439993716619542,190.98,1739.83,9.110011519530842,190.98
FB250064944,224.51,2792.9,12.439980401763842,224.51,2045.29,9.110017371163869,224.51
FB250065052,1067,11108,10.41049671977507,1067,6935.5,6.5,1067
FB250065286,289.52,3828.21,13.22260983697154,289.52,2259.04,7.8027079303675055,289.52
FB250065940,1016.83,8224.56,8.088431694580214,1016.83,6141.65,6.039996852964605,1016.83
FB250067644,475,4750,10,475,3325,7,475
FB250067645,2384.3999999999996,24569.579999999998,10.304302969300453,2384.3999999999996,15021.720000000001,6.300000000000002,2384.3999999999996
FB250067686,824.6,10676.07,12.94696822701916,646.2,4071.06,6.3,646.2
FB250068458,28.14,438.98,15.599857853589198,28.14,219.49,7.799928926794599,28.14
FB250068481,3.01,46.96,15.601328903654487,3.01,23.48,7.800664451827243,3.01
FB250069126,1107,11754,10.617886178861788,1107,7195.5,6.5,1107
FB250069325,213.91,2823.6099999999997,13.199990650273477,213.91,2718.8,12.710018231966716,213.91
FB250069692,1170,12870,11,1170,7605,6.5,1170
FB250072356,893,8930,10,893,5804.5,6.5,893
FB250073394,892.3,9387.4,10.520452762523815,892.3,6032.15,6.760226381261908,892.3
FB250074531,792.8,8025.4,10.122855701311806,792.8,5153.200000000001,6.500000000000001,792.8
FB250077847,466.832,5324.02,11.404573808136547,451.832,3501.7,7.75000442642398,451.832
FB250081721,1946,19460,10,1946,13446.5,6.909815005138746,1946
FB250082208,942.5699999999999,10171.01,10.79072111355125,942.5699999999999,5938.1900000000005,6.299998939070839,942.5699999999999
